state_name_x,city_name,place,description,state_name_y,best_time,ideal_duration
Uttar Pradesh,Noida, Botanical Garden Noida ," A paradise for nature lovers, Noida's Botanical Garden aims at preserving natural and environmental beauty. The place is a must on your Noida itinerary if you are nature enthusiast.  ",,,
Uttar Pradesh,Noida, Okhla Bird Sanctuary ," Built to save the ecosystem for several bird species, the Okhla Bird Sanctuary expands over an area of 3.5 square kilometres near Okhla bridge that runs across the majestic River Yamuna. The sanctuary was established in 1990 and is home to over 400 species of native birds and about 1,00,000 migratory birds, making it a famous attraction for bird watching._ ",,,
Uttar Pradesh,Noida, Brahmaputra Market , Brahmaputra Market situated in Sector 29 Noida is a foodie's haven. The street stalls sell mouth watering delicious street food varying food North Indian street chat to shawarmas and non vegetarian delicacies. The market stays especially crowded in the evenings and the weekends. It is also known as Noida's version of Chandni Chowk. ,,,
Uttar Pradesh,Noida, Stupa 18 art gallery ," Stupa art gallery showcases some of the great art works by the Indian artists. If you are an art lover of art you can simply walk in to appreciate the magnificent paintings, buy them or even customize a painting. ",,,
Uttar Pradesh,Noida, Atta Market ," Atta Market is considered to be the most resourceful and one of the most popular markets in Noida. From big brand stores to street shops, you can find it all here. Apparels, accessories, footwear and grocery, with varying quality, the market has got it all covered. The market is also infamous for its bargaining. So keep that in mind while you're out shopping. ",,,
Uttar Pradesh,Noida, Quantum ," Situated in the center stage mall sector 18, this is one of the best night clubs in Noida. ",,,
Uttar Pradesh,Noida, Maamouchee , Maamouchee is famous for its big dance floor and the variety of drinks it has to offer ,,,
Uttar Pradesh,Noida," Golf course, Noida "," Apart from the golf facilities, this golf course has a restaurant, rummy room, changing room, pool table and its own metro station ""Golf course"" on the blue line. ",,,
Uttar Pradesh,Noida, Shree Jagannath Temple Noida ," Shree Jagannath Temple Noida is dedicated to Lord Jagannath. The construction of the temple was proposed in 2004 for the followers of Lord Jagannath. The idol of the deity was installed in the temple in 2006 on the auspicious day of Akshay Tritiya. In the honour of the deity, the festival of Ratha Yatra is celebrated with great enthusiasm every year at this temple._ ",,,
Uttar Pradesh,Noida, Wave Mall ," A famous landmark in the city, Centre Stage Mall is a stunning entertainment and shopping hub that spreads over an area of about 28,000 square metres. The mall has branded retail shops, a food court, five movie screens and a children's play area. It is now called the Wave Mall and is a perfect lifestyle destination for families._ ",,,
Uttar Pradesh,Noida, Flluid ," Mosaic hotel, sec 18. It has a two floor bar and a night club that gives the feel of an Arctic cavern ",,,
Uttar Pradesh,Noida, KidZania ," A unique interactive educational and entertainment centre, KidZania was conceptualised to motivate and educate children between the age of 2 and 16. The attraction is built similar to an actual city with landscapes, transportation and an economy with its own currency to create an environment that teaches children life skills and encourages them to take better decisions through role-play activities and other interactive games._ ",,,
Uttar Pradesh,Noida, Rashtriya Dalit Prerna Sthal & Green Garden ," Rashtriya Dalit Prerna Sthal & Green Garden is a memorial dedicated to the inspirational people of the Dalit community who devoted all their life to social justice and equality. The memorial expands over 80 acres of land on the banks of River Yamuna and houses a museum, statues of the stalwarts and a serene green zone. It is a perfect attraction for those interested in anthropology and history._ ",,,
Uttar Pradesh,Chitrakoot, Kamadgiri ," Kamadgiri is a forested hill with the base surrounded by multiple Hindu temples on all sides and is considered to be the heart of Chitrakoot. The name is derived from Kamadnathji, another name of Lord Rama and it meant fulfiller of all wishes. ",,,
Uttar Pradesh,Chitrakoot, Gupt Godavari ," Gupt Godavari has a pair of caves, one of them with a very tiny entrance through which one can barely pass and the other with stream of water flowing inside. ",,,
Uttar Pradesh,Chitrakoot, Ramghat ," Ramghat is one of the most popular tourist attractions in Chitrakoot. The serene ghat lining the Mandakini River is where Lord Ram, Sita and Lakshman appeared in front of the famous poet Tulsidas and he used to sit on the riverside and write Ram Charitra Manas. ",,,
Uttar Pradesh,Chitrakoot, Hanuman Dhara , There is a stream of water falling upon the deity of Lord Hanuman releasing in a kund and there are langoors in this area. ,,,
Uttar Pradesh,Chitrakoot, Sati Anusuya temple ," The story of Anusuya says that she sprinkled some special water over the holy trinity Brahma, Vishnu and Maheshwar and this led to their incarnations. ",,,
Uttar Pradesh,Chitrakoot, Sphatik Shila ," Sphatik Shila is a place with two massive rocks which are believed to have the footprints of Lord Rama and Goddess Sita. Sphatik Shila literally means crystal rock and is located amidst dense forests, close to Janki Kund on the banks of river Mandakini. ",,,
Uttar Pradesh,Chitrakoot, Bharat Milap Mandir ," Believed to the place of the meeting of four brothers during the period of exile of Lord Rama, Bharat Milaap Temple is a very important temple of Chitrakoot. ",,,
Uttar Pradesh,Chitrakoot, Janki kund , Janaki kund is situated along the banks of Mandakini river and it is believed that this is where goddess Sita used to bathe during the period of exile. ,,,
Uttar Pradesh,Chitrakoot, Rajapur ," Rajapur is a small town located in the Chitrakoot district of Uttar Pradesh. What makes this quaint settlement famous is the fact that it is the birthplace of Goswami Tulsidas, the prolific writer of Sri Ram Charit Manas and the Hanuman Chalisa. A small temple dedicated to Tulsidas is present here and is the main attraction of this place. ",,,
Uttar Pradesh,Chitrakoot, Marpha ," Marpha is located just 4 km from Gupt Godavari and is famous for its natural beauty, temples and ruins of a Chandel Fort. ",,,
Uttar Pradesh,Chitrakoot, Ganesh Bagh ," Located just 11 km on the Karvi-Devangana road, Ganeshbagh is a place with a architecturally beautiful temple, baoli with seven storeys and ruins of a palace exist. ",,,
Uttar Pradesh,Chitrakoot, Kalinjar Fort ," Located around 88 km from Chitrakoot, Kalinjar is a fort which was once an important symbol of power and hence desired by various kings. There are multiple temples within the fort area as well and hence an important place for Hindus. ",,,
Uttar Pradesh,Chitrakoot, Bharat Kup ," A small temple along with a well, Bharat Koop is located few kilometers away from the town. It is believed that it was this place where Bharat stored water from all pilgrimage places in India. ",,,
Uttar Pradesh,Ayodhya, Ram Janmabhoomi ," Translating to Ram's Birthplace, the Ram Janmabhoomi is believed to have been the birthplace of the Hindu deity, Lord Ram. According to the Indian epic Ramayan, Ram, Lord Vishnu's seventh manifestation, is said to have grown up along Ayodhya's river Sarayu. It is a highly revered site for Hindu devotees. ",,,
Uttar Pradesh,Ayodhya," Hanuman Garhi, Ayodhya "," Located in Sai Nagar, Hanuman Garhi is a 10th-century temple dedicated to the Hindu God, Hanuman. It is one of the most important temples in Ayodhya as it is customary to visit Hanuman Garhi before visiting the Ram Temple in Ayodhya. It is believed that Lord Hanuman lived at the temple site guarding Ayodhya. ",,,
Uttar Pradesh,Ayodhya, Kanak Bhawan ," The Kanak Bhawan is established towards the northeastern corner of the Ram Janmabhoomi in Tulsi Nagar. Constructed in 1891, this temple is also known as Sone-ka-Ghar. It is a holy site dedicated to the Hindu deity Lord Rama and his wife, Goddess Sita. ",,,
Uttar Pradesh,Ayodhya, Nageshwarnath Temple ," Established in the name of the local deity, Lord Nageshwarnath, the Nageshwarnath Temple is located adjacent to the Theri Bazaar in Ayodhya. It is believed to have been set up by Kush or Kusha, Lord Rama's son. ",,,
Uttar Pradesh,Ayodhya, Gulab Bari ," Also known as the Garden of Roses, the Gulab Bari is situated in Vaidehi Nagar. It is the tomb of the third Nawab of Faizabad (Oudh or Awadh), Nawab Shuja-ud-Daula and his parents. Listed under the Ancient Monuments and Archaeological Sites and Remains Act, Gulab Bari is currently preserved as a part of national heritage. ",,,
Uttar Pradesh,Ayodhya, Treta Ke Thakur ," Situated along the Naya Ghat of Ayodhya, the Treta Ke Thakur Temple houses numerous idols including that of Lord Ram, Sita, Lakshman, Hanuman, Bharat and Sugreev. These statues are said to have been sculpted out of a single black sandstone. ",,,
Uttar Pradesh,Ayodhya, Choti Chawni ," Also known as Valmiki Bhawan or Maniramdas Chawni, Choti Chawni is a magnificent structure completely crafted out of white marble. A sigh of sheer beauty, this place is definitely worth a visit. ",,,
Uttar Pradesh,Ayodhya, Sita Ki Rasoi ," Situated on the north-western side of the Ram Janmanhoomi in Ayodhya's Rajkot, Sita ki Rasoi is believed to be an ancient kitchen used by goddess Sita herself. Built quite close to the Ram Janmabhoomi, this sacred site is now a temple housing some exhibit vessels. One among the two kitchens revered in Sita's name, this Sita Ki Rasoi is a basement kitchen. ",,,
Uttar Pradesh,Ayodhya, Tulsi Smarak Bhawan ," Established in the memory of 16th-century saint-poet Goswami Tulsidas, the Tulsi Smarak Bhawan is believed to have been the place where Tulsidas composed the Ramcharita. In addition to the massive library which is a storehouse of rich literature, the Smarak also houses a research centre called the ‘Ayodhya Research Sansthan’.  ",,,
Uttar Pradesh,Ayodhya, Bahu Begum Ka Maqbara ," Located on the Maqbara Road in the town of Faizabad, Bahu Begum ka Maqbara is a popularly known as the “Taj Mahal of the East”. The unique mausoleum is the tallest monument in all of Faizabad and is famous for its non-Mughal architectural brilliance.  ",,,
Uttar Pradesh,Ayodhya, Raja Mandir  ," Located on the banks of river Ghaggar (Sarayu) in Guptar Ghar, Raja Mandir in Faizabad has been associated with numerous mythological stories time and again. The temple houses stunningly carved idols of many Hindu Gods and Goddess, which are ornamentally clad in silken fabrics and rich jewellery. ",,,
Uttar Pradesh,Ayodhya, Ram Katha Park ," Ram Katha Park is a beautiful park in Ayodhya, housing open-air theatres and well-kept lawns. Spread over a vast area of land, it is a popular venue for the devotional programmes, cultural performances, religious events, dance, poetry and katha recital sessions. ",,,
Uttar Pradesh,Ayodhya, Moti Mahal ," Popularly known as the ‘Pearl Palace’, Moti Mahal is located a few kilometres away from the town of Ayodhya in Faizabad. Built in 1743 AD, the palace was a residence of the Queen Begum Unmatuzzohra Banu, wife of the then Nawab Shuja- ud- Daulah.  ",,,
Uttar Pradesh,Ayodhya, Dashrath Bhavan ," Located in the heart of the city, in Ramkot Ayodhya, in Faizabad; Dashrath Bhavan is the original residence of King Dashrath- the ruler of Ayodhya and father to Lord Sri Ram. Popularly known as Bada Asthan or Badi Jagah, Dashrath Mahal houses magnificent shrines of King Ram. ",,,
Uttar Pradesh,Ayodhya, Guptar Ghat ," Situated on the banks of river Sarayu, also known as Ghaggar, Guptar Ghat is a revered site in Faizabad near Ayodhya. With a flight of steps leading to the holy river, this ghat was once the neighbour of the colonial Company Gardens, which is now known as the Gupta Ghat Van. ",,,
Uttar Pradesh,Ayodhya, Mani Parbat ," Situated about 65 feet above sea level, Mani Parbat is a tiny hillock situated in Kami Ganj, Ayodhya. Besides being a great city viewpoint, the Parbat also houses a stupa built by Emperor Ashoka and a Buddhist monastery. ",,,
Uttar Pradesh,Kanpur, Blue World Theme Park ," Situated on Mandhana-Bithoor Road, the Blue World Theme Park is a fantastic water and amusement park with tons of rides. The rides have been thematically divided into the following – European, Fairy Land Theme, Chinese Theme, Jungle Theme, Mayan and Egyptian Culture and Indian themes. ",,,
Uttar Pradesh,Kanpur, Green Park Stadium ," Located along the banks of the river Ganges, Green Park is a cricket stadium found at the Kan Chembar at Kanpur. Established in 1945, this well-lit stadium holds an accommodating capacity of 32,000.  ",,,
Uttar Pradesh,Kanpur, Nana Rao Park ," Nana Rao Park is a vast public garden centrally located on Mall Road in Kanpur. This beautiful garden is the ideal spot for nature lovers, famous for its lush greenery, particularly evergreen trees and bright-coloured flower beds.  ",,,
Uttar Pradesh,Kanpur, Mahatma Gandhi Park ," Mahatma Gandhi Park is a lush green garden located in the cantonment area of Kanpur. One of the oldest and most well-known parks in Kanpur, the Mahatma Gandhi Park is equipped with play areas for children and recreational space for adults. ",,,
Uttar Pradesh,Kanpur, JK Temple ," JK Temple, otherwise called as Juggilal Kamplapat temple is located on the Govind Nagar road of Sarvodaya Nagar in Kanpur. It is a beautiful combination of both ancient and modern architecture.  There are nearby lakes and greenery such as the popular Moti Jheel.  ",,,
Uttar Pradesh,Kanpur, Kanpur Zoo ," Also known as Allen Forest Zoo, the Kanpur Zoological Park is located in Nawabganj, approximately 7 kilometres from Kanpur city. 
Situated in the human-made Allen Forest, this zoological park houses a picturesque landscape, lush vegetation, a beautiful lake, and several rare species of plants and animals.  ",,,
Uttar Pradesh,Kanpur, Kanpur Museum ," Also known as the Kanpur Sangrahalay, this official museum of Kanpur is located on the Pool Bagh Ground. The Kanpur Museum exhibits artefacts and documents from the colonial period to the modern-day Kanpur. Formerly launched as the King Edward Memorial Hall in memory of King Edward VII, it was further renamed as the Gandhi Bhawan in 1999. It also has an in-house public library.  ",,,
Uttar Pradesh,Kanpur, Moti Jheel ," Moti Jheel, located in the Benajhabar area of Kanpur, is a water storage spot as well as a great sightseeing point. Translating to the Pearl Lake, Moti Jheel also avails boating facilities with an array of street food stalls and toys sold at the entrance and within its premises. Constructed during the British colonial rule, Moti Jheel along with Moti Park and Kamala Retreat is a significant local recreational spot.  ",,,
Uttar Pradesh,Kanpur, ISKCON Temple Kanpur ," The ISKCON temple is yet another international spiritual tourist attraction dedicated to Lord Krishna. The temple is located on Mainavati Marg, Bithoor Road, about 4 km from Kanpur. The best time to visit is in August and September due to Krishna Janmashtami and Radhashtami respectively.   ",,,
Uttar Pradesh,Kanpur, Jungle Water Park ," Jungle Water Park is one of the top amusement options that have developed in Kanpur over the past decade.  Located in Chiran Gaon on Bithoor Road, this amusement park comprises of several pools and rides for both children and adults. Bracketed within a splash of green, the park is also a great place for picnics or just relaxation.  ",,,
Uttar Pradesh,Kanpur," Sports Village, Kanpur "," Sports Village, located on Bithoor Road is an attraction known for its slides and water rides and a getaway from the summer heat in Kanpur. A leisurely space for adults, the village also acts as a haven for kids to swim in multiple pools and a playground. There is a canteen providing local food and refreshing beverages. Sports Village also has a guest house available for pre-bookings for marriages or other occasions and events. ",,,
Uttar Pradesh,Kanpur, Kamla Retreat ," Kamla Retreat, located on Kamala Nehru Road, Kanpur, is an exclusive state-owned by the renowned Singhania family. It is a beautiful spot for leisure and relaxation, greatly admired by tourists and their families.  ",,,
Uttar Pradesh,Kanpur, Jajmau ," The leather city of Kanpur, Jajmau is a densely populated industrial suburb famous for its leather production. Also known as Jajesmow, it is regarded as one of the oldest sites in Kanpur to have housed human inhabitation.  ",,,
Uttar Pradesh,Kanpur, Becon Ganj Market Kanpur ," Becon Ganj market is a prominent market in the locality of Becon Ganj in Kanpur city of Uttar Pradesh. Both a residential and a commercial section, the market is famous for its variety of fabrics and Indian suits that are sold. ",,,
Uttar Pradesh,Kanpur, Sisamau Bazaar ," Sisamau Bazaar is one of the oldest markets of Kanpur. Stretched along the busy lanes of Nehru Nagar, this bazaar is a local street market selling products ranging from utensils to clothes.  ",,,
Uttar Pradesh,Kanpur, Valmiki Ashram ," Valmiki Ashram is a hilltop holy site located in Bitoor, Kanpur. It is believed to be the place where the saint Valmiki wrote the Ramayana. Covering an expanse of vast land, the Valmiki Ashram encompasses three temples and a pond.  ",,,
Uttar Pradesh,Kanpur, Brahmavart Ghat ," Located in the Bithoor town of Kanpur, Brahmavart Ghat is the holiest of holy ghats dedicated to the Hindu deity, Brahma. After a ritual bath devotees gather at the altar called the Wooden Slipper to offer prayers.  ",,,
Uttar Pradesh,Kanpur, Buddha Park ," Gautam Buddha Park is one of the prominent tourist attractions in Kanpur. It is located on the way to the IIT campus and falls in between the Bara Imambara and Martyrs Memorial, Indira Nagar. A great picnic option, Buddha Park is also best suited for evening walks, jogging, public and political gatherings. ",,,
Uttar Pradesh,Kanpur, Kanch ka Mandir (Jain Glass Temple) ," Translating to the Jain Glass Temple, the Kanch ka Mandir is located in the Maheshwari Mohal. This dainty temple made out of glass honours the powerful Lord Mahavira and the remaining 23 Jain Tirthankaras.  ",,,
Uttar Pradesh,Kanpur, Ram Janki Mandir ," The famous Ram Janki Mandir located on Subji Mandir Road in Barra is a temple dedicated to Lord Hanuman. It is one of the most sacred sites among the Hindu faith and is also listed under the exclusive holy sites revered to Hanuman, Ram and Sita together.  ",,,
Uttar Pradesh,Kanpur, Kanpur Memorial Church ," One of the oldest and beautiful churches of India, the Kanpur Memorial Church is located on Albert Lane. Also known as the All Souls Cathedral Church, it is popularly known for its architecture and historical importance. Established in 1857, the church is a memoir of the lost British troops of the Sepoy Mutiny. ",,,
Uttar Pradesh,Kanpur," Massacre Ghat, Kanpur "," Massacre Ghat is a great sightseeing spot and a family hangout area in Kanpur. Located on the banks of the Ganga near Jajmau, this Ghat covers the northern part of Kanpur. Officially named as the Nana Rao Ghat, this place is also known as the Sati Chaura Ghat as it was the very site where women used to perform the terrifying ritual of Sati. ",,,
Uttar Pradesh,Kanpur, Phool Bagh ," Situated on the Mall Road, Phool Bagh is a gorgeous urban park in the city of Kanpur. Also known as Ganesh Shankar Vidyarthi Udyan, the park was originally called as the Queen’s Park. This park is not only one of the oldest gardens in Kanpur but it also holds historical legacy. It used to be the venue for relevant political rallies and public meetings.  ",,,
Uttar Pradesh,Kanpur, Ganga Barrage Kanpur ," Ganges Barrage Kanpur, also known as Luv Kush Barrage is a bridge and a dam across the Ganges in Azad Nagar-Nawabganj in Kanpur. This 621-metred bridge is soon to serve as a four-lane highway bypass for NH 91. 
 ",,,
Uttar Pradesh,Kanpur, Naveen Market  ," Also known as Khazana Mart, Naveen Market is one of the leading marketplaces in Kanpur. Situated in the North of the Central region in Kanpur, this high-end market is known for its range of garments, leather, jewellery and perfumes.  ",,,
Uttar Pradesh,Kanpur," Parade Market, Kanpur "," The Parade Market in Kanpur is one of the biggest wholesale markets in the city. Located on Shiwala Road, “Parade” as it is locally called, is a large area hosting hundreds of stalls from clothes to shoes and books to some of Kanpur’s famous street food. ",,,
Uttar Pradesh,Kanpur, Drive & Dine Restaurant ," Kanpur, Uttar Pradesh has got its very own drive-in restaurant, Drive & Dine, bringing to you social distance dining, mouth-watering delicacies, and car drives amidst a romantic backdrop. The guests have the option to eat outside just like in a picnic while being surrounded by greenery or enjoy their meals while sitting in their cars.  ",,,
Uttar Pradesh,Muzaffarnagar, Ganeshdham ," Ganeshdham is a famous temple in Muzaffarnagar popular for the 35 feet high statue of Ganesha. With River Tripatha flowing on one side and Vat Vraksha on the other, it is often visited by locals for the peaceful atmosphere. ",,,
Uttar Pradesh,Muzaffarnagar, Vahelna , Vahelna is a small village situated 4 kms away from Muzaffarnagar which is famous for the Vahelna Jain Temple. The temple is a chief historical & religious place for Jains and is also known as Shri 1008 Parshvnath Digamber Jain Atishye Kshetra. The main attraction of the temple is the 31-ft high statue of Lord Parshvanatha. ,,,
Uttar Pradesh,Muzaffarnagar, Bhairon Ka Mandir ," Bhairon Ka Mandir is devout of Lord Bhairo, which is easily accessible with the help of any local transport.  One of the prominent fascinations of this temple is the Ekadashi Shivlinga. Ekadash Shivlinga is a cluster of different Shivlingas; which has a distinctive to the Hindu devotees. This temple is placed in a very solitary place, peaceful, hustle and pollution free, hence making it the optimum place for spiritual awakening. This place is most crowded during the festivals with the Pandits chanting and singing bhajans every morning and evening. During the Shivratri, this place witnesses devotees from all over the country as well as from abroad. The best time to visit this temple is from November to February; with the best weather and atmosphere to seek awakening. ",,,
Uttar Pradesh,Muzaffarnagar, Akshay Vat Vatika ," Akshay Vat Vatika in Muzaffarnagar is an enormous banyan tree which is 5100 years old, with its roots spreading all around and the height of the tree being 150 feet. It is understood that Sage Sukhdeva, sat under this particular tree and recited Puranas to the grandson of Arjun, King Parikshit for 7 days continously. Hence, this tree is seen as a symbol of sacredness, truth and forgiveness. ",,,
Uttar Pradesh,Muzaffarnagar, Sankirtan Bhawan ," Sankirtan Bhawan in Muzaffarnagar is a temple devoted to Lord Tirupati Balaji, making it the only temple of Lord Balaji in Northern India. This temple is also known as Kirtan Bhawan as kirtan (religious hymns) is held here every day at dusk. ",,,
Uttar Pradesh,Muzaffarnagar, Zoology Museum ," Established in 1970, the Zoology Museum in Muzaffarnagar is found on the premises of the Sanatan Dharma College. Hosting a variety of species galleries, including fossils and insects, the museum is a great educational tour. The insect gallery here is the biggest haunt. There is also have a library here.  ",,,
Uttar Pradesh,Ghaziabad, ISKCON Temple Ghaziabad ," Located at the ISKCON Chowk on Hare Krishna Road, the ISKCON Temple is Ghaziabad is yet another extension of the famous Krishna-devoted ISKCON society. This temple is a significant attraction especially during the festival of Krishna Janmasthami. ",,,
Uttar Pradesh,Ghaziabad, Shipra Mall ," Shipra Mall is a happening retail centre in the Indirapuram junction of the city. Housing numerous luxury brand stores, the mall also cites an award-winning multiplex called the JAM multiplex, a food court and an array of entertainment options. ",,,
Uttar Pradesh,Ghaziabad, Drizzling Land Water and Amusement Park ," Launched in 2005, Drizzling Land Water & Amusement Park is a water-theme park found at the 8-km Mile Stone along the Delhi-Meerut Highway. Apart from magnificent pools, fountains, thrilling rides and slides, Drizzling Land Water & Amusement Park also has the region's biggest roller coaster ride.  ",,,
Uttar Pradesh,Ghaziabad, Swarna Jayanti Park ," Swarna Jayanti Park is a famous recreational and adventure park in the Indirapuram area of Ghaziabad. It has a beautiful Japanese garden, boating facility, a jogging track, walkways lined by tall green trees and a children's play area amidst lush green lawns with fountains and statues of legendary figures.  ",,,
Uttar Pradesh,Ghaziabad, City Forest ," Located at Karheda of the Raj Nagar Extension, the City Forest is a splendid park spreading over 175 acres. A graded local picnic spot, and divided into 9 different sections, the forest is lined with an array of medicinal and fruit-bearing trees. ",,,
Uttar Pradesh,Ghaziabad, Indirapuram Habitat Centre ," Indirapuram Habitat Centre is a stylish open-air shopping and entertainment centre at the Ahinsa Khand of Indirapuram. From shopping to regular street plays and celeb events, gyming amenities to food and entertainment, Indirapuram Habitat is a category in itself. ",,,
Uttar Pradesh,Ghaziabad, Laxmi Narayan Temple ," The Lakshmi Narayan Temple located in the town of Modinagar in Ghaziabad is dedicated to Goddess Lakshmi and Lord Vishnu. Also known as Modi Temple, it houses idols of the Hindu deities Hanuman, Santoshi Mata, Durga, Venkateshwara, Lakshmi Narayan and Gayatri Mata. ",,,
Uttar Pradesh,Ghaziabad, Dadri ," Dadri is a small town located in the Gautam Buddha Nagar, near Ghaziabad. The tiny hamlet is popular amongst offbeat travellers and nature lovers as it has large areas of wetland which provide apt climatic conditions for Blackbucks, Neelgai and several species of migratory birds. ",,,
Uttar Pradesh,Ghaziabad, Mohan Nagar ," Mohan Nagar is a bustling area in Ghaziabad famous for the Institute of Technology and Science, the beautiful Mohan Nagar Temple dedicated to Goddess Durga and the World Square Mall which is a popular hub for youngsters and families.  ",,,
Uttar Pradesh,Ghaziabad, Dasna ," Dasna is a quaint little town on the outskirts of Ghaziabad believed to have been established by a Rajput Ruler, King Salarsri. It is believed that the king was suffering from leprosy and was mesmerised by the beauty of the location when he had come to the sacred Ghats of River Ganga for his treatment.  ",,,
Uttar Pradesh,Ghaziabad, Modinagar ," Modinagar is a small town, located close to Ghaziabad, which is most famous as an educational hub. Besides, the city is also among the pioneer sugar producers in Uttar Pradesh. The most popular attraction in Modi Nagar is the Laxmi Narayan Temple, also known as the Modi Temple. ",,,
Uttar Pradesh,Ghaziabad, Hapur ," Situated at a distance of 60 km from Delhi, Hapur is the smallest district in the state of Uttar Pradesh. Popularly known as one of the important religious centres of the Hindus in the north, the ancient city is home to several temples which draw a large number of devotees as well as tourists.  ",,,
Uttar Pradesh,Ghaziabad, Shopprix Mall ," Located in the neighbourhood of Vaishali in Ghaziabad, Shopprix Mall is a relatively smaller mall. Divided into 3 sections covering shopping, gyming and cinema, the mall also has a few swings and play arena for children.  ",,,
Uttar Pradesh,Ghaziabad, Gaur Central Mall ," Located opposite to the HDFC bank in Raj Nagar, Gaur Central Mall is one of the most popular shopping malls in the area. The mall has several retail outlets and big brand stores selling everything from clothes and cosmetics to footwear, home decor and electronics ",,,
Uttar Pradesh,Aligarh, Jama Masjid Aligarh ," Jama Masjid is the oldest historical monument located in the Upper Fort area of Aligarh, the highest point in the city. Described as Asia's highest gold mosque, its dome and minarets are made of pure gold, unlike any other mosque in Asia. It is also the first mosque in India housing tombs of the martyrs, also known as Ganj-e-Shaheedan (Martyrs' colony). ",,,
Uttar Pradesh,Aligarh, Aligarh Fort ," Aligarh Fort, also known as Aligarh Quila, is one of India's strongest forts. Popularly called as ""Bonay Chor ka Kila"" (dwarf thief's fort), it represents historic Islamic influences through its exquisite architecture and intricate symbolic carvings, though most of it is in ruins now. ",,,
Uttar Pradesh,Aligarh, Sir Syed House Museum ," Sir Syed House Museum, located in the Aligarh Muslim University, is a well-known art gallery amongst the locals. Formerly the museum was Sir Syed’s home, the founder of Mohammedan Anglo-Oriental College (which was converted into Aligarh Muslim University in 1920). ",,,
Uttar Pradesh,Aligarh, Khereshwar Temple ," Located in Aligarh, the Khereshwar Temple is dedicated to Lord Shiva and is known for the holy Shiva linga, which is so small that it is popularly known as Invisible Shiva linga. Other highlights of the temple include metallic mural engraved ceiling and brass idols of other Hindu deities.  ",,,
Uttar Pradesh,Aligarh, Naqvi Park Aligarh ," Naqvi Park is one of the most popular and visited parks of Aligarh. Also known as Rajkeey Udhhan Jawahar Park, the park is well-known for its lush green surroundings and fountains. It also houses walking paths and playgrounds as well as a plant nursery open for sale. ",,,
Uttar Pradesh,Aligarh, SkyHigh ," Sky High is the only internationally recognised sky-diving drop zone in India. A foreign affiliate of United States Parachute Association (USPA), it the only commercial skydiving company in India. The participants are provided with a certificate and merchandise after successful completion of their dive.  ",,,
Uttar Pradesh,Meerut, Augharnath Temple ," The Augharnath Temple in Meerut, also known as the Kali Paltan Mandir, is the oldest Shiva temple in the city and also the most frequented. The Shiva Linga at this temple is believed to be a Swayambhu (self-manifested), making it a popular attraction among the devotees of Lord Shiva. ",,,
Uttar Pradesh,Meerut, Shapir ," Shapir or Shahpeer Sahab ki Dargah is a mausoleum in Meerut constructed during Mughal Era by the queen, Noor Jahan. It was built in 1628 to honour a local Muslim Hazrat Shahpeer who is said to be the teacher of the Emperor Jahangir and physician/advisor to the queen.  ",,,
Uttar Pradesh,Meerut, Hastinapur ," Hastinapur is an ancient town which was the centre to the glorious tales of the epic Mahabharata. Situated on the banks of Ganga near Meerut in UP, Hastinapur is also the birth place of three Jain Teerthankara, and it has become an important centre of pilgrimage for the Jains. ",,,
Uttar Pradesh,Meerut, Draupadi-ki-Rasoi ," Translating to ‘Draupadi’s Kitchen’, this monument is set on the banks of the Buriganga River in Meerut. Legend has it that Draupadi, the wife of the Pandavas, cooked meals here for the entire family. It is a thrilling place for people who love history and epic tales.  ",,,
Uttar Pradesh,Meerut, Shaheed Smarak ," Built in memory of the 1857 revolt, the Shaheed Smarak is one of the most seasoned and well-maintained places in Meerut. Located quite close to the Company Gardens, this memorial hosts events during important Indian national holidays. ",,,
Uttar Pradesh,Meerut, St John's Church Meerut ," The Saint John's Church of Meerut is one of the oldest churches in Northern India and also one of the biggest with 3000 people seating capacity. The church is built on a very traditional style and has lush greenery surrounded by it. The motto of the parish is Unity, Witness, and Service which is strictly followed there. ",,,
Uttar Pradesh,Meerut, Bhole ki Jhaal , Bhole ki Jhaal is an important dam that is responsible for providing most of the electricity in the Meerut region. It is also commonly called Salawa ki Jhaal. The area around this dam is a popular picnic spot in the city frequented by both locals and tourists to take in the natural beauty and tranquillity.  ,,,
Uttar Pradesh,Meerut, Vidur Ka Tila ," If you want a slice of history, Vidura Ka Tila is the place to be in Meerut. Watch the epic of the Mahabharata play out as you visit Vidur Ka Tila; an archaeological site full of 50-60 feet tall mounds. The area is said to be the former abode of Vidura, the intellectual minister of the Kauravas.  ",,,
Uttar Pradesh,Meerut, Digambar Jain Temple ," For a fascinating insight into Jain culture and tradition, the Digambar Jain Temple in Meerut holds all the answers. Dating back thousands of years, this temple houses two important altars. The shrine of Tikal Wale Bala is believed to be generous – all wishes are said to be granted by this ancient deity.  ",,,
Uttar Pradesh,Meerut, Mustafa Castle ," The Mustafa Castle, one of the historic and grand landmarks in the city of Meerut was built in the memory of Nawab Mustafa Khan Shaifta, a renowned poet and critic of his era, by his son, Nawab Mohammad Ishak Khan in 1900. The castle is popularly recognised for its distinguished architecture and its historical importance.  ",,,
