city_name,name,description
Mathura, 28. Shri Nand Yashoda Bhawan ," Shri Nand Bhawan in Gokul is the childhood home of Lord Krishna where he spent time with Balram, after his birth parents were captured by King Kansa. It is also known as Chaurasi Khamba Temple as it rests on 84 pillars. Nand Bhawan belonged to Nand Maharaj, the foster father of Lord Krishna. It was here that Sri Krishna and Balram's naming ceremony was conducted. "
Vrindavan, 1. Banke Bihari Mandir , Shri Banke Bihari Mandir is a Hindu temple dedicated to Lord Krishna.This temple is among the 7 temples of Thakur of Vrindavan. The image of Lord Krishna in the temple appears in the form of a child and is seen standing in the Tribhanga position.  
Vrindavan, 2. Prem Mandir ," Known as ""Temple of God's love"", Prem Mandir is one of the most popular places to visit in Vrindavan. It is dedicated to Radha Krishna as well as Sita Ram. Made out of white marble and adorned with very intricate carvings, this temple is also famous for its architectural beauty.  "
Vrindavan, 3. Radha Raman Temple ," Built by Gopala Bhatta Gosvami, this temple was established in 1542. It is said that the deity here is self manifested from one of the shalagram-shilas. As an idol of Radha is not present here, a crown placed near Lord Krishna depicts her. "
Vrindavan, 4. Nidhivan ," Nidhivan, a temple nestled in the holy birthplace of Krishna, has a sense of miracle attached to it. Nidhivan is known as the place that Lord Krishna visits it every night performs Ras Leela. "
Vrindavan, 5. ISKCON Vrindavan ," Located in the Raman Reti area of Vrindavan, ISKCON temple has become the major attraction in Vrindavan. Also known as Sri Sri Krishna Balaram Mandir, the temple is dedicated to Lord Krishna and Balram. "
Vrindavan, 6. Govind Devji Temple ," Govind Devji Temple is dedicated to Lord Krishna in his childhood home. Although the original idol no longer exists in the temple, it is said that the idol of Lord Krishna in Govind Devji Temple resembled the face of the lord when he was born. "
Vrindavan, 7. Sri Rangji Mandir ," Rangji Temple, also known as Sri Ranganath Temple, is dedicated to Lord Sri Goda Ranagamannar and Lord Ranganatha. The highlight is the idol of Krishna present in the form of the groom with Goda (Andal) as his bride.  "
Vrindavan, 8. Katyayani Peeth ," The Katyayani Peeth in Vrindavan, also known as Uma Shakti Peeth is one of the 51 Shakti Peethas. It is believed that when Lord Vishnu used his Sudarshan Chakra to cut Maa Sati’s body to relieve Lord Shiva from the sorrow of losing his wife, the ringlets of her hair fell in this place. "
Vrindavan, 9. Nandgaon ," Located at a distance of 8 km from Barsana and 50 km from Mathura, Nandgaon is a quaint little town situated at the base of a Nandisvara Hill and which holds immense religious significance. The town is highly revered by Hindu pilgrims as it is believed to be the home of the foster parents of Lord Krishna- Shri Nandji and Yashoda Maiyya. There is also a spacious temple situated atop the hill which is dedicated to Shri Nandji.  "
Vrindavan, 10. Gokulnanda ," An ancient shrine in Vrindavan, the Gokulnanda Temple houses multiple deities of Radha-Vinoda of Lokanatha Goswami, Vijaya Govinda of Baladeva Vidyabhusana and Radha Gokulananda of Vishwanath Cakravarti. "
Vrindavan, 11. Gopeshwar Mahadev Temple ," Dedicated to Lord Shiva, this temple depicts the lord in the form of a gopi. This has been derived from a tale where he took the shape of a female to see the Rasa dance. "
Vrindavan, 12. Shahji Temple ," The Shahji temple was built in the year 1876 by Shah Kundan Lal, and is dedicated to Lord Krishna. The main deity here is known as Chhote Radha Raman. "
Vrindavan, 13. Barsana ," Barsana is the birthplace of Radha Rani as the Hindu goddess Radha (Lord Krishna's consort) was born in this city. Barsana is also popular for the grand celebration performed during the Holi festival, known as the Lathmar Holi. "
Vrindavan, 14. Chamunda Devi Temple ," Chamunda Devi Temple is one of the 51 Shakti Peetha. It is believed that a hair strand of Mother Bhagwati Jagdamba fell at this sacred spot. Also, according to Srimad Bhagwat, Sri Krishna visited Chamunda Devi Temple after liberating the dragon.  "
Vrindavan, 15. Keshi Ghat ," Keshi Ghat is the main ghat of Vrindavan, and the only one still remaining. It is believed that in dwapara yuga, Lord Krishna killed Keshi here who was a horse demon sent by Kansa. Yamuna maha-aarti is performed at Keshi Ghat every evening.  "
Vrindavan, 16. Radha Damodar Temple , Radha Damodar Temple is one of the seven Goswami temples and houses the Giriraj Shila which was given to Srila Sanatana Goswami by Sri Krishna. There are idols of Sri Radha Rani and Lalita Sakshi along with Sri Damodar. It is also believed that the temple houses some fragments of the Govardhan Hill. 
Vrindavan, 17. Mathura ," One of Hinduism's seven sacred cities, Mathura is the birthplace of Lord Krishna.  Mathura and Vrindavan are often considered twin cities (located only 10km away from each other). It is best visited during holi and Janmashtami. "
Vrindavan, 18. Madan Mohan Temple , Madan Mohan Tempe is the oldest temple in Vrindavan. It is believed that Lord Krishna rested at this site after conquering Kaliya Naag. Radha and Lalita Sakhi are worshipped here along with Madana Mohan (Sri Krishna). The view of Vrindavan from the temple is stunning. 
Coimbatore, 1. Vydehi Falls ," The Vydehi water falls is situated some 35 km away from the Coimbatore city. People who pay a visit to Coimbatore must make it a point to visit the Vydehi water falls, as it is one of the most familiar water fall and is highly known for its magnificence. "
Coimbatore, 2. Adiyogi Shiva Statue ," Surrounded by verdant green farms at the foothills of Velliangiri Mountains in the Western Ghats, Adiyogi Shiva Statue is the world’s biggest bust statue dedicated to the celebrated Hindu deity Shiva, which is carved out of 500 tonnes of steel. Located in the Isha Yoga Complex in Coimbatore, Tamil Nadu, the sculpture stands tall at a height of 112 feet.  "
Coimbatore, 3. Kovai Kondattam ," Kovai Kondattam is an amusement park located about 2 kilometres away from Perur, in Coimbatore, Tamil Nadu. A fun-filled destination ideal for spending hours of unending entertainment with friends and family, Kodai Kondattam is an eco-friendly theme park. The park was built by Tamil actor Vijay and caters to al large base of visitors with its numerous water-based and dry rides "
Coimbatore, 4. Marudhamalai Hill Temple ," The Marudhamalai hill temple is located at a towering height of 500 ft in the highland on the Western Ghats. 15 kms away to north-west of Coimbatore city, the temple has an excellent invigorating atmosphere. Vehicles are allowed to pass through the Marudhamalai temple and the devasthanam has granted three buses from the low slope of the hill to get through the temple on top. "
Coimbatore, 5. Sree Ayyappan Temple ," Located in the centre of the city of Coimbatore in Tamil Nadu, India; the Sree Ayyappan Temple is a significant temple that is dedicated to Lord Sree Ayyappa. This temple in Coimbatore has been built on the same lines as of the original Sabarimala Temple in Kerala "
Coimbatore, 6. Velliangiri Hill Temple , Velliangiri Hill Temple is situated some 40 km away from the city Of Coimbatore. The temple has essentially been dedicated to Lord Siva and sits on the Velliangiri Hill which has an imperial altitude of 6000 feet. The Velliangiri hill temple is contemplated to be the most conspicuous worship abode in and around Coimbatore and an immense number of tourist groups visit this hill temple to offer their prayers. 
Coimbatore, 7. Monkey Falls ," The Monkey falls is an exemplary and archetypal out-of-doors coffee break spot, which is situated some 65 kilometers away from Coimbatore city and it is some 27 kilometer away from Pollachi on Coimbatore-Pollachi-Valparai main road. "
Coimbatore, 8. VOC Park and Zoo ," VOC Park & Zoo is an Amusement Park and Zoological Garden mostly visited by locals of Coimbatore for recreational purposes. This is a preferred picnic spot for families who get their kids to have a wonderful time and introduce their children to the world of animals. The park has a play area for the kids, an aquarium and a Jurassic Park where not just children but even adults can have fun.  "
Coimbatore, 9. Nilgiri Biosphere Nature Park  ," Established in 1936, Nilgiri Biosphere Reserve or Nilgiri Biosphere Nature Park is an initiative of the government to preserve the rich flora and fauna of the Nilgiris. The park boasts of over 430 species of 25,000 plants in addition to several species of mammals, reptiles, birds etc. "
Coimbatore, 10. Kodiveri Dam ," Situated on the Bhavani River near Gobichettipalayam in Tamil Nadu, Kodiveri Dam is a scenic picnic spot and a major tourist attraction in the place. The dam is not only a tourist spot but it also provides irrigation water for over 25000 hectares of land. "
Coimbatore, 11. Perur Pateeswarar Temple , The Perur Siva Temple is situated at around 6 km away in the west of Coimbatore. The temple was built by the Karikala Cholan and has been constructed marvelously on the banks of the river Noyyal. 
Coimbatore, 12. Siruvani Waterfalls , Kovai Kutralam falls is an exhilarating water fall located in the scenic region of Siruvani. The water fall is about 37 kilometers away from Coimbatore city and the water fall is predominantly manifested for its exaltedness. 
Coimbatore, 13. Siruvani Dam , The Siruvani falls and dam is situated some 37 kilometers to the west of Coimbatore city amidst the lush green Western Ghats. The river is clean and offers to its visitors some sensationally tasty water. 
Coimbatore, 14. Isha Yoga Center ," Isha Yoga Ashram in India is a non-profit and non-religious center, which has been drawing innumerable people from different parts of the globe since a long time. The ashram and yoga center has been founded by Sadhguru Jaggi Vasudev.  "
Coimbatore, 15. Anubhavi Subramaniar Temple ," The Anubhavi Subramaniar temple is one of the most famous temples situated in close proximity to Coimbatore. With a spiritual aura known for its uniqueness, this temple is visited by vacationers and locals alike. "
Coimbatore, 16. Eachanari Vinayagar Temple , Within half an hour's drive from the city of Coimbatore stands the shrine of Vinayagar at Eachanari dedicated to Lord Ganesha. The temple follows typical Dravidian style architecture and is imbibed with a peaceful spiritual vibe around it. The story of the deity follows a myth that has been passed down from one generation to the next. 
Coimbatore, 17. Brookefields Mall ," Brookefields Mall is an attraction famous for shopping and recreational activities in Coimbatore. From apparel to shoes and accessories, you name it, and they have it. It is a perfect place to buy stylish and trendy outfits or to put a look together for an important event. "
Coimbatore, 18. Gedee Car Museum ," Gedee Car Museum is one of the few places in India where one can find cars made in Britain, Japan, France, Germany and America under one roof. The collection of cars is extremely well maintained and all the relevant information about the cars on display is mentioned for visitors to learn. It is, therefore, a favourite attraction for automobile freaks and engineering students.  "
Coimbatore, 19. Masani Amman Temple ," Masani Amman Temple is a temple dedicated to Masani Devi, who is also known as Shakti Devi. Situated at the confluence of the Uppar Stream and River Aliyar, the temple is a major attraction for not just the devotees of Masani Devi but also for tourists visiting Coimbatore from all around the world.  "
Coimbatore, 20. Puliakulam Vinayagar Temple ," Mundhi Vinayagur Temple is dedicated to Lord Ganesha. The most important feature of the temple that makes is a major attraction in the city is the idol of Lord Ganesha which, at a height of 20 feet and width of 11 feet, is the largest idol of the deity carved in stone.  "
Coimbatore, 21. Black Thunder ," Black Thunder Theme Park is a wonderful picnic spot in Coimbatore. Right from Dashing Boats, Volcano, Dragon Coaster, Kiddies pool, Wave pool to a Wild River Ride the park has rides to suit every age group. "
Coimbatore, 22. Naga Sai Mandir , Sri Naga Sai Temple is dedicated to Sai Baba and is a famous attraction for the believers and followers of Sai Baba. This is one of the few temples of Sai Baba found in the southern part of the country.  
Coimbatore, 23. Ramar Temple ," Ramar Temple is the only temple where the idols of Lord Rama and Goddess Sita are seen facing each other depicting their love and admiration for each other. It is a well-maintained and clean temple where devotees can offer their prayers and sit in solitude before they resume their daily work. 
 "
Coimbatore, 24. TNAU Botanical Garden ," Spread over an area of around 300 acres in Coimbatore, TNAU Botanical Garden boasts of some rare varieties of trees, shrubs and herbs. The garden is very well-maintained and vibrantly blooms with flowers including roses, marigold, carnations, chrysanthemums, lilies etc. "
Coimbatore, 25. Aliyar Dam Reservoir Park ," Aliyar Dam Reservoir Park is situated adjacent to the dam at the foothills of Anamalai Hills in Western Ghats. The park boasts of well-maintained gardens, orderly green lawns, swings for kids and play area etc. "
Coimbatore, 26. Nehru Park ," Nehru Park is one of the popular parks in Coimbatore. It houses a massive statue of Jawaharlal Nehru- the first Prime Minister of India. Besides, it has well-maintained gardens, swings, jogging track and spaces for yoga and meditation etc. "
Coimbatore, 27. Gass Forest Museum , Gass Forest Museum is a natural history museum in Coimbatore located inside the premises of the Forest College Campus. The museum has several relics of wild and domestic animals stuffed and preserved to make them look real. It invites a lot of tourist influx all through the year. 
Lucknow, 1. Bara Imambara ," The Bara Imambara of Lucknow is one of the most famous monuments of the city. Also known as Asfi Imambara,  after the name of the Nawab of Lucknow who got it constructed, it is an important place of worship for the Muslims who come here every year to celebrate the religious festival of Muharram. The Imambara is specially known for its incredible maze, known as Bhul Bhulaiya locally, which is located in the upper floor of the monument. "
Lucknow, 2. Chota Imambara ," The Chhota Imambara, or the Imambara of Hussainabad, is one of the most beautiful and attractive buildings in the old city of Lucknow in Uttar Pradesh. This imposing monument lies to the west of Bara Imambara and is a true sight to behold. The Chhota Imambara was initially a congregation hall for Shia Muslims that was built by Muhammad Ali Shah, who was the third Nawab of Awadh, in 1838. The Imambara was to serve as his own mausoleum as well as that of his mother, who is buried beside him in this prestigious monument.  "
Lucknow, 3. British Residency , The British Residency of Lucknow served as a refuge for several Britishers during the uprising on 1857. The fort is now in ruins and a cemetery nearby contains the graves of the hundreds of Britishers who died during the siege. The ruins are now protected by the Archaeological Survey of India.  
Lucknow, 4. Marine Drive Lucknow ," Marine Drive is named after the famous Marine Drive in Mumbai. It is a picturesque strip of road adjacent to the River Gomti in Gomti Nagar, Lucknow. The spot is popular among the young crowd as a hangout place. Apart from that, people use it for jogging, cycling and similar activities. The path is sprinkled with benches to sit and relax. "
Lucknow, 5. Rumi Darwaza ," The Rumi Darwaza was built in 1784-86 and is a 60 feet high entrance, with no visible supporting fittings. It is also known as the Turkish Gate and displays Awadhi architectural style. "
Lucknow, 6. Ambedkar Memorial Park ," The Ambedkar Memorial Park was constructed by the Mayawati Government in Gomti Nagar, Lucknow. The park was built to commemorate the people who dedicated their life to equality and human justice like Dr. Bhimrao Ambedkar, Kanshi Ram and others. With a budget of a whopping seven billion rupees, the park is one of the loveliest things to see in Lucknow. "
Lucknow, 7. Lucknow Zoo , The Prince of Wales Zoological Gardens was built in 1921 was built to commemorate the Royal family's visit to Lucknow. 
Lucknow, 8. Hazratganj Market ," Hazratganj, the central shopping district of Lucknow, has a long history behind it and has undergone a great makeover that bridges the past and the present and continues to serve as Lucknow's central shopping arcade. "
Lucknow, 9. Indira Gandhi Planetarium Lucknow ," Situated at the Surajkund Park neighbourhood of Lucknow, on the banks of the River Gomti, Indira Gandhi Planetarium is also popularly known as Taramandal Show. The highlights are the science and astronomy shows, 3D models and exhibitions. "
Lucknow, 10. Shah Najaf Imambara , Shah Najaf Imambara is a Muslim monument centrally located in Lucknow city at Rana Pratap Road. The dome-shaped monument houses the graves of Nawab Ghazi - Ud - Din Haider and his three wives. 
Lucknow, 11. Moti Mahal Palace Lucknow ," Built by Nawab Saadat Ali Khan, the Moti Mahal is popularly known as the Pearl Palace. This historical monument located on the banks of river Gomti is constructed next to Mubarak Manzil and Shah Manzil. A former residence of the Nawabs of Lucknow during the time, Moti Mahal was initially a part of the Qaisar Bagh complex.  "
Lucknow, 12. Ramakrishna Math Lucknow ," A monastery and shrine established in Nirala Nagar, the Ramakrishna Math is an all-monk institution dedicated to Sri Ramakrishna . With the motto of ""For one's own salvation, and for the welfare of the world"", this building has a shrine adjacent to the institute.  "
Lucknow, 13. Bithoor ," Bithoor is a quaint little town nestled away in the Kanpur district of Uttar Pradesh, acclaimed for being an important hub of pilgrimage for Hindus. Along with its religious significance, Bithoor also has a good share of historical places of interest. Bithoor is immersed in local legends, religious myths, primeval artifacts and ancient ruins. The town was said to be the residence of Lav and Kush, prominent figures in the Hindu mythology of Ramayana. "
Lucknow, 14. Dream World Amusement Park ," Dream World Water Amusement Park is a one-stop destination for a day full of fun, thrill and enjoyment. Boasting of umpteen rides and activities and fun games, the park is a hot pick and top favourite of the teenagers and the adults alike.  "
Lucknow, 15. Constantia (La Martiniere School) ," One of the historical landmarks of Lucknow with its English past, the La Martinere School started in 1845. It houses the tomb of French Major-General Claude Martin as he resided there. "
Lucknow, 16. Anandi Water Park ," Located on the outskirts of Lucknow along the Faizabad Road, Anandi Water Park is one of the largest waterparks in the northern area. The park hosts an array of splash pads, water swings, and other swimming activities. "
Lucknow, 17. Lucknow Chowk ," Chowk market in Lucknow is one of those places of the city that are a window into its rich cultural heritage. Beginning from Chikan work to succulent kebabs, one can find it all at the Chowk market.  "
Lucknow, 18. Dilkusha Kothi ," A hunting lodge converted into a summer palace for the royals, Dilkusha Kothi was built in 1800 by Major Gore in Baroque style. It faced major impact during the first war of independence and hence lies in a less than perfect state with just a few towers and walls standing. "
Lucknow, 19. Firangi Mahal ," Once belonging to a French businessman Neal, Firangi Mahal was transferred to the government treasury under the royal decree, which was then developed into an Islamic school by Aurangzeb's consultant and his brother. "
Lucknow, 20. Gautam Buddha Park Lucknow ," Located in Hasanganj in Lucknow, Gautam Buddha Park is situated next to Hathi Park. Set up in 1980, this hot favourite among kids and adults, is replete with swings and slides based in lusk green lawns with blooming flowers.  "
Lucknow, 21. Shahi Baoli ," An intricate merge of Indian and Islamic architectural styles, the Shahi Baoli was formerly built as a reservoir for the society of the time. It was constructed between 1784 and 1795 by Nawab Asif-Ud-Din Daula and Kifayat-Ullah, one of the excellent architects of the time.  "
Lucknow, 22. Janeshwar Mishra Park ," Janeshwar Mishra Park is a newly constructed park, located in Gomti Nagar, Lucknow. Dedicated to the demised Samajwadi Party politician, Janeshwar Mishra, the park was opened to the public in 2014.   "
Lucknow, 23. Chandrika Devi Temple ," Situated in Aashiyana,  the Chandrika Devi Temple is dedicated to the Hindu Goddess Chandi. Adorning three heads, Chandrika Devi is a said to be a combined manifestation of Goddesses Kali, Lakshmi and Saraswati.  "
Lucknow, 24. Aminabad ," One of the most bustling and oldest shopping hubs of Lucknow, Aminabad is a famous market selling a wide range of products from clothes and jewellery to cosmetics, footwear and even books. "
Lucknow, 25. Fun Republic Mall ," Located at Gomti Nagar in Lucknow, Fun Republic Mall is one of the most popular and one of the largest malls in the city. Launched in 2007 by the Zee Group, the mall is replete with a plethora of big brands outlets, food stalls, grocery shops, apparels & cosmetic stores. "
Lucknow, 26. Mankameshwar Mandir Lucknow ," The Mankameshwar Mandir is situated on the banks of river Yamuna at Saraswati Ghat in Lucknow. A revered Hindu temple dedicated to Lord Shiva, this temple is the first to have had a woman priest.  "
Lucknow, 27. Husainabad Clock Tower ," Standing tall adjacent to the Rumi Darwaza, the Husainabad Clock Tower was built in 1881 and since has been the tallest clock tower in India. It is 67 meters high, displaying Victorian-Gothic brilliance with a 14 feet long pendulum and a dial in the shape of a 12 petalled flower. "
Lucknow, 28. Jama Masjid Lucknow ," Located in Tehseenganj, Jama Masjid is an Islamic place of worship built by King Mohammad Ali Shah Bahadur. Constructed in 1423, this ancient mosque hosted on an elevated square platform was built to outpass the grand Jama Masjid in Delhi.  "
Lucknow, 29. Disney Water Wonder Park ," Situated on the Kanpur-Lucknow Road, Disney Water Wonder Park is a water cum amusement park. Spread over 20 acres of land, the property is solely dedicated to fun, food and adventure. Offering myriad entertainment and recreational activities, it is one of the most loved parks in the city. "
Lucknow, 30. Shaheed Smarak Lucknow ," Shaheed Smarak or Martyrs' Memorial is a white marbled pillar-like structure standing amidst lush green lawns at Mukarimnagar, Qaiserbagh in Lucknow. "
Lucknow, 31. Nawabganj Bird Sanctuary ," Nawabganj Bird Sanctuary, also known as Shahid Chandra Shekhar Azad Bird Sanctuary in Uttar Pradesh is a popular tourist hotspot. Located in Unnao the bird sanctuary is engulfed by dense forests and is home to over 250 species of aviary creatures, which include domestic Indian birds as well as the birds that migrate to the sanctuary in the winter months. "
Lucknow, 32. Hussainabad Picture Gallery ," Located close to Chhota Imambara and the Hussainabad Clock Tower, Hussainabad Picture Gallery is a popular tourist attraction in Lucknow.  "
Lucknow, 33. Dr Ram Manohar Lohiya Park ," Spread across 76 acres, the Dr Ram Manohar Lohiya Park is a popular park in Gomti Nagar. Dedicated to the socialist Dr Ram Manohar Lohiya, the park sites four divisions of courtyards and separate entrances. "
Lucknow, 34. Chattar Manzil ," Chattar Manzil or popularly known as Umbrella Palace was built by Nawab Ghazi Uddin Haider and was later on used by the ruler of Awadh and his wives. Located on the banks of the river Gomti, the building is a glowing example of Nawabi and European architecture. "
Lucknow, 35. 1857 Memorial Museum Residency ," Located in Qaiserbagh, the 1857 Memorial Museum Residency is a dedicated piece to the First War of Independence of 1857. Containing relics and antiques of the time, the museum also has visual displays of the war.  "
Lucknow, 36. Dewa Sharif ," Situated in the Barabanki district of Uttar Pradesh, 25 kms away from Lucknow, Dewa or Dewa Sharif is a small town which is renowned world wide for the shrine of Haji Waris Ali Shah. Considered to be a prominent site of Muslim heritage, the shrine also has a mosque and a khankah within the premises, and is regularly visited by pilgrims. "
Lucknow, 37. Begum Hazrat Mahal Park ," Located in Qaiserbagh in Lucknow, Begum Hazrat Mahal Park is a popular park. Hosting swings and a play area for kids, this crowd-favourite picnic spot is also a great place for walks, jobs, elderly laughing clubs, yoga and meditation.  "
Lucknow, 38. Nilansh Theme Park ," Situated a little on the outskirts of Lucknow city, Nilansh Theme Park hosts an array of fun games, activities and an exclusive water park. The site also avails space for events, private parties and gatherings and overnight stays.  "
Lucknow, 39. Hathi Park ," Hathi Park is one of the most visited and popular parks in Lucknow. The park has several swings and slides for kids and recreational elephant structures which can be climbed. The park facilitates other games and activities for children as well. Besides, it has food stalls to satisfy your hunger pangs. "
Lucknow, 40. Safed Baradari ," Built by Nawab Wajid Ali Shah, Safed Baradari is a white marbled palace originally constructed as the Nawab's ""Palace of Mourning"". Located at Maharaja Mahamudabad of Qaiser Bagh, the Safed Baradari houses marble statues of the Anjuman founders Maharajas Man Singh and Balrampur's Digvijay Singh.  Initially called Qasr-ul-Aza, this structure further came to be used as a British petitionary court.  "
Lucknow, 41. Tomb of Saadat Ali Khan ," Located in Qaiser Bagh, the Tomb of Saadat Ali Khan is a combined mausoleum of both Saadat Ali Khan and his wife Khursheed Zadi. Constructed by their son, this is a tomb adorning the typical amalgam of Indian and Islamic architectural styles. "
Lucknow, 42. Kaiserbagh Palace ," Constructed between 1848-1850, under the rule of Nawab Wajid Ali Shah, Kaiserbagh Palace is one of the most famous monuments and exotic masterpieces of Mughal architecture. It is located from the eastern end of the Chattar Manzil to the Tarawali Kothi.  "
Lucknow, 43. Sikandar Bagh ," Sikandar Bagh is an ancient styled posh mansion and a bracketing garden built in the 1800s. Located on Ashok Road, this greenery housed here is known to be the last Mughal garden in India.  "
Lucknow, 44. Amrapali Water Park ," Launched in 2002, Amrapali Water Park is a top pick for an adventure day outing for families and friends. The park boasts of the highest number of rides in the region.  "
Lucknow, 45. Four Seasons Fun City ," Four Seasons Fun City is situated on the Rai Bareilly Road in Lucknow. Besides the umpteen thrilling rides, swimming pools, rain dance, tube slides etc, the highlight of the park is the snow park where you can experience artificial snow. The park also has an amazing DJ and sound system. "
Lucknow, 46. Fun Village Water Park and Resort , Fun Village Water Park and Resort is situated on the Lucknow - Allahabad highway and has a lot of exciting and thrilling water and regular rides. The park also has a resort within the premises where you can relax to take a break from the pell-mell of the city life.  
Lucknow, 47. Scorpio Club ," Located on the Behta Kursi Road in Lucknow, Scorpio Club or Scorpio Water Park is the perfect way to beat the summer heat amidst cool blue waters.You can get your adrenaline all rushed up with all the thrilling and adventurous rides. The property also has a fine dine restaurant to satiate your hunger pangs. "
Digha, 1. Marine Station/Aquarium of Zoological Survey of India ," MARC - Marine aquarium cum regional centre - is a major tourist attraction for all Digha visitors. It has the largest inbuilt aquarium in India. The aquarium has three kinds of creatures: species of conservative importance, 'local and curious' species and freshwater species. "
Digha, 2. New Digha Beach ," This one is a man-made beach, created 2 km away from the old one. It is better planned and more easily accessible from nearby hotels. The new beach is bigger, less crowded and better maintained compared to the Old Digha beach. "
Digha, 3. Udaipur Beach ," If you're looking for a more laidback and tranquil beach atmosphere, Udaipur beach is the right place to visit. The beach has lonely, deserted stretches of seashore where you can just walk along, take a dip in the water or just rent a bike to roam around. "
Digha, 4. Shankarpur Beach ," 15 km from Digha, Shankarpur is a virgin beach with a lovely view of the beach surrounded by local fish boats and rows of tress giving visitors the perfect Kodak moment. Near the beach, there are also a few temples in Shankarpur. "
Digha, 5. Talsari Beach ," Lined with coconut and palm trees all along, Talasari beach is famous among sea food lovers for the delicacies it offers. The place has an amazing view with all the stretches of greens peeking through the mountains and the rivers. "
Digha, 6. Amarabati Park ," With neatly paved walkways, a multitude of seating areas, verdant surroundings, a gorgeous ropeway ride and boating facilities to enjoy its own mini-lake, the Amarabati park provides wholesome family fun for children and adults looking for a relaxed manner of killing some time during their vacation in the beautiful Digha. "
Digha, 7. Temple at Chandaneswar ," Situated at a distance of 6-8 km from Digha, Chandaneswar Shiv temple has mythology and folklore depicting its creation and history. The temple plays host to a huge annual fair on the first day of Oriya calendar and sees an influx of a large number of tourists every year. "
Digha, 8. Old Digha Beach ," Old Digha Beach is one of the less popular beaches in Digha and experiences relatively less tourism. Although there are no shacks or eating joints on the beach, there are however, stone seats made for people to sit and relax. There are stone crumbles and boulders formed due to erosion, that dominate the area. However, it is still considered an ideal place to watch the sunsets and sunrises. "
Digha, 9. Chandpur Beach ," Flanked on the coast of the Bay of Bengal, Chandpur Beach is one of the less popular and less crowded beaches near Kolkata. Boasting of a beautiful sea side view and clear emerald water, the beach is considered ideal to relax and unwind. The beach, however, is different than the other beaches in the region. Its banks are slightly eroded and there is recession caused by the sea water. "
Kovalam, 1. Kovalam Beach ," Located in Kovalam (Southern Kerala), the Lighthouse Beach is known for the 35 metres tall Vizhinjam Lighthouse, located on the top of the Kurumkal hillock. The lighthouse is entirely made of stones and coloured in red and white bands. Visitors love to reach the top of this tall structure by using a spiral staircase to click some memorable photographs. "
Kovalam, 2. Halcyon Castle ," Primly sitting atop a rock on the beach, Haylcon Castle was built by Her Highness, The Queen of Travancore Maharani Sethu Lakshmi Bai as a private residence. The castle is located in Travancore in God's Own Country, Kerala. The splendid castle is an example of the traditional architecture of Travancore. The beautiful expansive lawn all around the magnificent castle is a treat to the eyes. "
Kovalam, 3. Vizhinjam Rock Cut Cave Temple , Vizhinjam is a seaside hamlet very close to the scenic Kovalam Beach. It is situated 17 km from Trivandrum.Vizhinjam Caves have rock cut sculptures from the 8th century that houses one-celled shrine of Vinandhara Dakshinamurthi with an unfinished statue of Shiva and Parvathi on either side. 
Kovalam, 4. Hawah Beach ," Hawah is a stretch of isolated beach famous for its enchanting sunset views. Renowned as the second largest beach, it is also known as Eve's Beach for it being the first topless beach in India. However, topless bathing is banned now. "
Kovalam, 5. Padmanabhaswamy Temple ," One of the 108 Divya Desams, Sree Padmanabhaswamy Temple is located in Thiruvananthapuram, the capital city of Kerala. Embellished in gold-plated covering, the temple is opened only to Hindu followers. Built as a replica of the Adikesavaperumal Temple in Thiruvattar, the Padmanabhaswamy temple is well-preserved antiquity.  "
Kovalam," 6. Vellayani Lake, Kovalam "," One of the most popular freshwater lakes, Velliyani Lake, is located 7km away from Kovalam in Trivandrum, Kerala. Velliyani lake is also known as 'Velliyani Kayal' in the regional language Malayalam. Spread over 7.5 acres, the lake is a significant water source for irrigation and drinking purposes.
 "
Kovalam, 7. Karamana River ," Originating from the southern part of the western ghats, the Karaman River is a prominent tourist attraction in Trivandrum. The river flows through a small suburb called Karamana. It attracts many tourists with various indulging activities. "
Kovalam, 8. Vizhinjam Beach , Vizhinjam Beach is one of the most popular beaches in Kovalam which houses a lighthouse and an impressive marine aquarium. The beach is also known to be one of the largest ports in India. 
Kovalam, 9. Veli Lake Tourist Village ," The Veli Tourist Village is a famous picnic spot in the mouth of the River Veli. Situated 12 km from Thiruvananthapuram, the site offers various indulging activities. The most prominent ones are the pedal/speedboat that explored the lagoon, the children's park, horse rides and swimming pool. "
Kovalam, 10. Kovalam Surf Club (Surfing in Kovalam) ," The Sebastian Indian School Projects (SISP) is a non-profit organisation that aims to provide free education to the deserved communities of Kerala. In the previous years, the Kovalam Surfing club has sent passionate surfers to join the International Surfing Association course with an intention to bring in more surf instructors.  "
Kovalam, 11. Valiyathura Pier , Valiyathura Pier became one of the most famous spots of south Kerala in 1950. Earlier it was extensively used for transport of cargo and currently its mostly used by fishermen to launch catamarans during rough weather. 
Kovalam, 12. Vizhinjam , Vinzhinjam is a popular fishing village located only 17 kms from the city centre of Thiruvananthapuram. You can witness a rare and curious sight of hundreds of fishing boats lined across the fishing harbour as they cruise in perfect harmony without colliding into each other! Its geographical setting makes it a natural port and quite an important one.  
