,state_name,city_name,place,description
3,West Bengal,Kalimpong, 4. Deolo Hill ," Deolo Hills are located at an elevation of around 2000 m and thus, provide a great panoramic view of Kalimpong. There are also proper view points which are located at the ridge edges for the best view of the sunset and sunrise. "
4,West Bengal,Kalimpong, 5. Mangal Dham ," Mangaldham is a Hindu temple situated on Relli Road in Kalimpong, West Bengal that is built in the memory of Guruji Shri Mangal Das Ji Maharaj. Lord Krishna is the principal deity here. The temple complex is known for its embellished statues, lush gardens and the vibrant sanctuary. "
5,West Bengal,Kalimpong, 6. Teesta Bazar ," One can shop for all kinds of commodities from this market including many handicraft items and artifacts, variety of wares from China, Tibet and Bhutan. "
6,West Bengal,Kalimpong, 7. Hiking in Kalimpong , Kalimpong is a good place for Hiking and you can also take help from guide. The altitude of about 1500 m in Kalimpong offers mild to medium challenges. 
7,West Bengal,Kalimpong, 8. Kalimpong Science Centre ," The Kalimpong Science Centre, which is also known as the Kalimpong Science City, is a science and technology centre situated close to Deolo Hill in Kalimpong, West Bengal. There is a science observatory and 3D movie theatre on the premises along with indoor and outdoor exhibits. "
8,West Bengal,Kalimpong, 9. Lepcha Museum ," Lepcha Museum is an initiative to preserve the culture and values of the Lepcha tribe that resides in the areas around Darjeeling, Kalimpong, Sikkim, Nepal and Bhutan. The museum has relics and objects of everyday use like articles of worship, musical instruments, handicrafts items, manuscripts etc. all used by the Lepcha people. "
9,West Bengal,Kalimpong," 10. Nature Interpretation Centre, Kalimpong "," Linking humans to nature, this centre established and managed by forest department conducts research on the impact of human activities on the Environment. The museum contains information, pictures, photographs and books on ecology and environment. "
10,West Bengal,Kalimpong, 11. 7th Mile View Point , The 7th Mile Viewpoint is located 3km outside of Kalimpong. The viewpoint overlooks the stunning Teesta Rangeet Valley and tea plantations and is the ideal place to relax. It is known for photography and sunset views. 
11,West Bengal,Kalimpong, 12. Himalayan Handmade Paper Industry ," Himalayan Handmade Paper Industry is a small scale industry cum workshop where you can visit to watch the entire process of creating paper from pulp, more so recycling it. The recycled paper is then used for block- printing the Buddhist scriptures. It is also used as notebooks for kids and handmade greeting cards. "
12,West Bengal,Kalimpong, 13. Crockety ," Built by the British wool traders in 18th century, Crockety is a bungalow famous for its architectural design and the breathtaking surroundings. Nobel Laureate Rabindra Nath Tagore broadcasted his work Janmadin on his birthday on All India Radio from behind Crockety. "
13,West Bengal,Kalimpong, 14. Thongsa Gompa ," The oldest Bhutanese Monastery established in 1692, Thongsa Gompa, is also known as Bhutanese Monastery. The monastery is a perfect place for meditation. "
14,West Bengal,Kalimpong, 15. Neora Valley National Park , One of the richest biological zones in the entire Northeast Neora National park spreads over an area of 88 sq km Much of the park is still inaccessible because of the luxurious growth of the forests and the park becomes an adventurous place for nature lovers/trekkers whole like to explore the untouched terrains. 
15,West Bengal,Kalimpong, 16. Jang Dog Palriffo Brang Gompa , Consecrated by Dalai Lama in 1976 Jang Dong Palriffo Brang Gompa is also known as Durpin Monastery. The monastery serves as a sample of Buddhist construction style with beautiful paintings on the walls and the sacred Kunguyar serve as an important feature of this monastery. 
16,West Bengal,Kalimpong, 17. Galingka ," Another British Bungalow, Galingka offers spectacular views of the Kanchenjunga peak- the second highest Himalayan peaks. "
17,West Bengal,Kalimpong, 18. Sericulture Research Institute ," Known for its research in sericulture and is a place for breeding the silkworms, it works closely with the farmers in developing self-help groups and in the cultivation and sale of different stages of silk production. "
18,West Bengal,Kalimpong, 19. Teesta River Rafting , Teesta River with its green surroundings is the best choice for Rafting in Kalimpong. The rafting trips is Teesta river starts mostly at Melli Bridge and culminate at Geilkhola in Kalimpong. Get ready for the excitement and roller coaster rapids on the Teesta River exploring the mesmerizing beauty of North East region of India.  
19,West Bengal,Kalimpong, 20. Tharpa Choeling Gompa , Founded in 1912 Tharpa Choeling Monastery is situated at the Tirpai Hills in Kalimpong and is one of the oldest gompas here. The monastery is famous for housing several ancient scriptures and other literary works. 
20,West Bengal,Kalimpong, 21. St.Theresa Catholic Church , Built by local craftsmen the church resembles a Bhutanese Gompa(monastery) and it is built in Tibetan architectural design. While the walls are enriched with paintings and inscriptions from the Bible the doors of the church have carvings which resemble tashi tagye (the 8 auspicious symbols of the Himalayan Buddhism). 
21,West Bengal,Kalimpong, 22. Ringking Farm ," Famous as a farm Bungalow built by the British, Ringking farm on the Himalayan foothills popular for a resort holiday and trekking. "
22,West Bengal,Kalimpong, 23. Art Cafe  ," Art Cafe is a very dainty quaint cafe in Kalimpong popular for its pleasant ambiance and sumptuous food. Especially popular among the coffee aficionados, the place also boasts of serving delicious aged cheese. Besides, it has an elaborate collection of books for its guests and it offers a very enchanting view of the valley outside the window. "
23,West Bengal,Kalimpong, 24. Cheese Shopping ," Kalimpong is known to produce premium quality cheese which is known as Kalimpong Cheese. This cheese is crumby, slightly tangy and with little smell. There are several cafes in and around town where you can have this cheese as much as you want. You can also take it back home. One of the most popular shops to purchase cheese from is Lark's situated on the D.B. Giri Road. "
0,West Bengal,Siliguri, 1. Salugara Monastery ," Established by Tibetan Buddhist Monks and followers of Dalai Lama, the monastery is famous for the 100 feet stupa founded by the Tibetan Lama, Kalu Rinpoche. "
1,West Bengal,Siliguri," 2. ISKCON Temple, Siliguri "," Also known as Sri Sri Radha Madhav Sundar Mandir, this temple was built by ISKCON, which stands for International Society for Krishna Consciousness. With a grand temple, beautiful campus and soothing ambience, this temple is a must visit for everyone. "
2,West Bengal,Siliguri, 3. Mahananda Weir Wildlife Sanctuary ," Situated between Mahananda and Teesta River, this vast expanse of forest lands is home to rare mountain goat, Cheetal, barking dear, fishing cat, sambar, tiger, elephant and Indian bison and migratory birds. It offers mild to medium trekking challenges at Deorali, Latpancher and Golaghat Mana. "
3,West Bengal,Siliguri, 4. The Science City , The North Bengal Science Centre is a highly reputed institution in north Bengal famed for its planetarium and Nature Interpretation Centre. 
4,West Bengal,Siliguri, 5. Dudhia ," Just on the outskirts of Siliguri, Dudhia is a beautiful small town which also offers accommodation facilities. "
5,West Bengal,Siliguri, 6. Sevoke Kali Mandir ," An ancient temple on Teesta banks, close to the Coronation Bridge, the temple is home to Goddess Kali. "
6,West Bengal,Siliguri, 7. Coronation Bridge ," Coronation bridge, also known as  Sevoke Bridge, is situated in Darjeeling. It is also known as Lohapul as it is made of steel. It is about 20 km away from Siliguri. The bridge spans across the Teesta River. In Siliguri it is the best place to observe the natural beauty. It was built by Gammon India. The bridge shows an excellent and outstanding the British style of architecture. The bridge marks the coronation of King George V.  "
7,West Bengal,Siliguri, 8. Madhuban Park , Founded by Indian Army Madhuban Park is a spectacular park located in the outskirts of Siliguri. The park serves as an ideal picnic spot. The lush green surroundings of Sukna Forest offers cool climate and serene ambiance. 
8,West Bengal,Siliguri, 9. Savin Kingdom , This amusement park is nestled among spacious and serene tea farms and it offers many rides and a playground for children. 
9,West Bengal,Siliguri, 10. Hong Kong Market ," The Hong Kong Market is well known all across Siliguri for stocking imported goods and international brands of apparels and gadgets. The shopping arcade also houses restaurants and confectioners, and shoppers bargain a great deal here to buy products at super cheap prices. "
10,West Bengal,Siliguri, 11. Chilapata Forest ," The Chilapata Forest is a dense forest rich in wildlife, which forms an elephant corridor between the Jaldapara National Park and the Buxa Tiger Reserve. Sighting of rhinos is rare in the forests, but leopards appear quite frequently. Other attractions include the ruined forts of the Nal kings, Tonga rides and boating on the Bania River. "
11,West Bengal,Siliguri, 12. Kanchenjunga Stadium ," A multi-purpose stadium used primarily for cricket and football matches, the Kanchenjunga Stadium was built in 1969. The stadium has a seating capacity of 45,000 people and can conduct day and night matches. Different Ranji trophy matches and federation cup matches are organised here often. "
12,West Bengal,Siliguri, 13. Lokenath Temple ," The Lokenath Baba Mandir is an architectural masterpiece which showcases great artwork in the form of the idols of different deities. Perhaps the most loved idol here is the split idol of Lokenath Baba and Lord Shiva. Devotees can also see a special space for performing pujas, a gigantic idol of Lord Ganesha and an exhibit of goddess Lakshmi here. "
13,West Bengal,Siliguri, 14. Dreamland Amusement Park ," The Dreamland Amusement Park is full of rides and swings that are loved by young and old ones alike. A water park was recently added to the amusement park, and boasts of having facilities that meet international standards. One can also find fast food chains and ice cream parlours in the region. "
14,West Bengal,Siliguri, 15. Sed-Gyued Monastery ," Located in Siliguri, the Sed-Gyued Monastery is a breathtaking monument which was destroyed by the Army of China, and then rebuilt. The monastery is home to more than 90 monks of the Gelukpa divison, and is presently used as a research centre. Photographers and experience seekers love to visit this place and meditate there. "
15,West Bengal,Siliguri, 16. Tea Garden ," When you are in Siliguri, you should definitely take a walk down the resplendent tea gardens. You can watch the workers at work- at sowing, reaping or harvesting, depending on the season that you are visiting in. After taking a tour of the garden, you can also taste some delicious tea at the estates. And if you want, you can also purchase some to take back home with you. "
16,West Bengal,Siliguri, 17. Suryasen Park ," Situated in Mahakal Pally in Siliguri, Suryasen Park is an urban green park which is also a major tourist spot in the city. The highlight of the park is the grand bust of the great freedom fighter Surya Sen that is installed in the heart of the park. Boasting of rows and rows of flower beds, sparkling fountains and neatly manicured pathways, the park is also frequented by a lot of people for their morning and evening walks. In addition to that, there is a children’s park that is a major draw for the kids. "
17,West Bengal,Siliguri, 18. Bengal Safari ," Officially known as North Bengal Wild Animals Park, Bengal Safari is a lush green wild park that is a part of the Salugara’s Mahananda Wildlife Sanctuary. Boasting of a rich and flourishing wildlife, the park offers its visitors to have a close look at the flora and fauna in their wilderness. Sprawling over an area of 297 hectares, the park is mainly a natural habitat for Sal and associated species. Among other common species found in the park are cats, leopards, tigers etc.  "
18,West Bengal,Siliguri, 19. Vega Circle Mall ," Located in the Nimbu Basti in Siliguri, Vega Circle Malls is one of the most popular malls in the city. Boasting of a plethora of domestic and international brands for apparel, footwear, cosmetics, electronics, home decor and others, the mall stays packed with shoppers all day long. Besides it also has a magnanimous food court with a lot of dine- in and take away options. You can also find a decent gaming zone on the side to keep your kids occupied and entertained while you are out shopping yourself. "
0,West Bengal,Murshidabad, 1. Hazarduari Palace ," One of the most important and, perhaps the most significant tourist attractions of Murshidabad, this sprawling palace has been built on 41 acres of land. "
1,West Bengal,Murshidabad, 2. Nizmat Imbambara ," On the northern side of the palace lies The Nizamat Imambara, built in 1847 AD by Nawab Nazim Mansoor Ali Khan Feradun Jah, son of Humayun Jah. The stunning mosque was built after the Imambara built by Siraj-ud-Doula got burnt down in a fire. "
2,West Bengal,Murshidabad, 3. Shopping in Murshidabad , Murshidabad is particularly famous for it's handicrafts (ivory and wood). Also another thriving industry is the silk Industry. Sarees from Murshidabad are sold all over the country. 
3,West Bengal,Murshidabad, 4. Footi Mosque ," Footi mosque was started by Nawab Sarfaraz Khan. It is located towards the east of the Hazarduari Palace, at Kumrapore. The mosque is believed to be the brainchild of Sarfaraz Khan alone. "
4,West Bengal,Murshidabad, 5. Wasif Manzil ," This Palace was built by Nawab Wasif Ali Mirza Khan, Nawab of Murshidabad. Located at the south end of Hazarduari Palace, it is touted as the 'new palace' because it was built much later. "
5,West Bengal,Murshidabad, 6. Moti Jheel ," Motijheel used to comprise of a palace and a beautiful lake. The lake still survives, while the palace perished. Motijheel is one of the few places that reflects both Indian and British history. "
6,West Bengal,Murshidabad, 7. Madina ," Madina is a small mosque between the Palace and the Imambara. It is one of the most sacred Muslim places in Bengal. Made to replicate Hazrat Muhammad's tomb at Madina, the original mosque's foundation had soil from Mecca, before it got destroyed in the fire. The one constructed later was built with pious soil from Karbala "
7,West Bengal,Murshidabad, 8. Khosh Bagh ," The beautiful, near 8 acre, garden area is actually a cemetery. It has the grave of Nawab Alivardi Khan along with Alivardi's Mother, Siraj-ud-Doula, his wife Lutfannesha and other members of the Nawab family. "
8,West Bengal,Murshidabad, 9. Belampore Market ," Murshidabad Silk Kora Sarees are a very popular variety of sarees. With its origin in Murshidabad, these sarees are famous for their intricate designs and pattern works. "
9,West Bengal,Murshidabad, 10. Murshidabad District Museum ," Started in 1965, the museum took almost 20 years to complete and finally started operations in 1985. Built on the land donated by Late Rai Bahadur Surendra Narayan Singha of Jiaganj, the museum showcases largely his personal collections. "
10,West Bengal,Murshidabad, 11. KathGola ," Located a few kilometers off Murshidabad, this palace complex, built originally to entertain European and Muslim guests during trade visits, is a marvel of its own. "
11,West Bengal,Murshidabad, 12. Katra Mosque ," Another striking tourist spot of Murshidabad and perhaps one of the most well maintained too, Katra Mosque was built in 1724 by Murad Farash Khan, a devoted follower of Murshid Quli Khan. "
12,West Bengal,Murshidabad, 13. Jafarganj Cemetery , Located about a mile from Hazarduari Palace is the Jafarganj Complex. Mir Jafar originally built his palace in this three and a half acre land. But now the place serves as a cemetery for Mir Jafar and many family members of his. 
13,West Bengal,Murshidabad, 14. Nasirpur Palace ," Built by the descendants of Debi Singh, a tax collector in the early days of East India Company, Nasirpur Palace is another major tourist attraction of Murshidabad. "
14,West Bengal,Murshidabad, 15. Jahan Kosha Cannon ," Jahan Kosha is a kilometer off Katra. Janardan Karmakar of Dhaka, a small craftsman at the time, built this imposing cannon. The 7 ton Cannon literally menas 'the Destroyer of the World'. "
0,West Bengal,Santiniketan, 1. Tagore's ashrama ," One of the most valued places in all of Santiniketan, Tagore's Aashram is located in the Uttrayan Complex. It is the place that Tagore's father first built when he arrived many years ago. "
1,West Bengal,Santiniketan, 2. Poush Mela ," Poush Mela is the occasion when Maharshi Devendranath Tagore, along with twelve others, adopted the Brahmo. The Mela is the remembrance of this very day on the 7th Day of the Poush month.  The fair is a perfect example of the amalgamation of different culture and traditions. Performances by students of Santiniketan are what lie in store for you if you happen to visit the place in December."
2,West Bengal,Santiniketan, 3. Amar Kutir ," Located in close vicinity of the University, Amar Kutir showcases a number of locally made handicrafts, including leather printed bags, printed cloth etc. "
3,West Bengal,Santiniketan, 4. Rabindra Bhaban Museum ," The museum is perhaps the most satisfying place for your historical inquisitiveness. Built back in 1961, it houses some of Tagore's original manuscripts, letters, documents, paintings, certificates and photographs. "
4,West Bengal,Santiniketan, 5. Chattimtala ," This place was the meditation spot of Tagore's Father, Maharshi Debendranath Tagore. A scholar himself, he advocated meditation and introspection as the keys to success and world progress. "
5,West Bengal,Santiniketan, 6. Khoai Mela ," If you want to attend this fair, you will have to plan your trip around a Saturday. The fair starts at 4 am in the morning and artisans from all the nearby places set up stalls. Household items, Handicrafts, clothes etc are sold in plentiful "
6,West Bengal,Santiniketan, 7. Prayer hall- Upasna Ghar ," The prayer hall is one of the most stunning buildings in all of Santiniketan. Made from Belgian Glass, the hall Is also called Kanch Mandir, which derives its name from the glass laden walls (kanch means glass in Bengali). "
7,West Bengal,Santiniketan, 8. Kala Bhavan ," Kala Bhavan, as the name suggests, promotes art among the students. The place focuses on developing the artistic bent among its patrons and very aptly also has the most beautifully done block. "
8,West Bengal,Santiniketan," 9. Deer Park, Santiniketan ", About 3 km from the main campus is the Ballavpur forest. The forest shelters a naturally bred large family of deer. It is now known as the deer park. 
9,West Bengal,Santiniketan, 10. Kankalitala ," The small rural town is located about 7 km from Santiniketan. The drive, and if you prefer the walk, takes you through the beautiful landscape of semi urban India. "
10,West Bengal,Santiniketan, 11. Uttrayan Complex ," The Uttrayan complex takes you down Tagore's memory lane. The one particularly worth seeing is Udayan, where Tagore lived. The beautiful heritage building is very well maintained. "
11,West Bengal,Santiniketan, 12. China Bhavan ," Santiniketan comprises many academic blocks, each dedicated to a separate branch of study. The China Bhavan, as per its name, focuses on studying of Chinese Culture, traditions and language. "
12,West Bengal,Santiniketan, 13. Poush Mela ," One of the most celebrated events of the year, the Poush mela is held every year in late December to mark the harvest season. The mela sees local artisans and tourists from all over the country coming together in this spirit of celebration. "
13,West Bengal,Santiniketan, 14. Sangeet bhavan , The Sangeet Bhavan is the block that fosters talents of Music and Dance. Regular practices are held and one can see students taking singing or dancing lessons at all times in the day. 
14,West Bengal,Santiniketan, 15. Nippon Bhavan ," Nippon Bhavana, just like the China Bhawan, aims to foster Japanese- Indo relations. The Centre, though located in the main campus is an autonomous body and not controlled by the university. "
0,West Bengal,Raichak, 1. The F fort ," The Raichak fort continues to be one of the most beautiful forts in all of India, especially after its restoration a few years back. The fort, was originally built back in the colonial rule for keeping a watch over River Hooghly. "
1,West Bengal,Raichak, 2. Diamond Harbour ," Diamond Harbour is built on the point where Hooghly River meets the Bay of Bengal. Very popular and even more stunning, the harbor, coupled with its pleasant and mildly humid weather and beach like setting is the perfect place to spend the day. "
2,West Bengal,Raichak, 3. Lighthouse at Diamond Harbour ," The Lighthouse is very close to the fort. Built a couple of decades ago, the lighthouse is still fully functional and can be seen guiding the inbound ships on a dark night. "
3,West Bengal,Raichak, 4. Chingrihkali Fort ," Another destination by the Diamond Harbour, this fort was built by the Portuguese, but is in ruins today. Even then the fort is a stunning site to catch, especially on a windy day. You can also see the river stretched across in the backdrop. "
4,West Bengal,Raichak, 5. Aashram of Ramakrishna Mission ," Located near Diamond Harbour on the banks of Hooghly River, the ashram is very popular among the local devotees. The serene setting adds to its beauty. "
5,West Bengal,Raichak, 6. Joynagar ," Joynagar is very close to the Diamond Harbour. In addition to a flourishing local market selling handicrafts, Joynagar is popular for housing many manuscripts, figurines and black stone images of many gods. "
6,West Bengal,Raichak, 7. River Hooghly , The town of Raichak began prospering because it served as an important trade link from river Hooghly back in the old days. Now this river has popularized the entire place all across the country. 
7,West Bengal,Raichak, 8. Gadiara ," Situated on the confluence of rivers Hooghly, Rupnarayan and Damodar, Gadiara is another nice weekend destination. If you do not want to do anything but relax, then do visit Gadiara for great Bengali food, leisurely walks along the village roads and boat trips. The view of sunset and sunrise on river water a scene to behold. Nearby attractions include Garchumuk and Geonkhali, which can be reached by regular ferry service. Gadiara is located at a distance of about 96 km from Kolkata. hence, you can reach the destination by road. If you wish to travel by train, take any train from Howrah to Kolaghat, Mecheda, Panskura or Kharagpur, that will drop you at Bagnan. Take a bus from Bagnan to Shyampur, and then hire auto-rickshaws to Gadiara. Direct buses from Dalhousie to Gadiara are also available. Ferry services from Nurpur also take you to Gadiara, while you can reach Nurpur through buses which depart from Esplanade. "
0,West Bengal,Bakkhali, 1. Bakkhali Beach ," The Bakkhali Beach is perhaps the most breath taking beaches in India. The near 7 km coastline is not just the most stunning view of the sea merging into the land, but is also very sparsely populated, which accentuates its beauty. "
1,West Bengal,Bakkhali, 2. Henry's Island , Henry's Island is not just very famous in Bakkhali but is very popular throughout the country. The place derives its name from a British explorer who arrived on the island back in the 19th century. 
2,West Bengal,Bakkhali, 3. Jambu Dweep ," Another very beautiful and elusive spot in Bakkhali, Jambu Dwip is an independent island, 8 km off the main coast. The island is uninhabited and submerges in water for some months of the year. "
3,West Bengal,Bakkhali, 4. Fraserganj Wind Park ," The area of Fraserganj is popular because of some ancient history. Lord Fraser, a British Official resided in this area. He was so mesmerized by the place that he decided to build it up, but the construction he undertook never got completed, owing to the sea. "
4,West Bengal,Bakkhali, 5. Bishhalakshmi Temple , Bishhalaxmi Temple is a little known Hindu Temple on Bakkhali Beach. The small and quaint place is yet another example of the peaceful yet stunning beauty Bakkhali seems to be full off. 
5,West Bengal,Bakkhali, 6. Crocodile Breeding Centre ," The Crocodile Park in Bakkhali is the only crocodile reservation park in West Bengal and one of the few in the world. Bakkhali Breeding centre has a huge collection of crocodiles, with a variant in almost every stage of life from the birth to old age. "
0,West Bengal,Lataguri, 1. Gorumara National Park , The National Park issues entry passes in Lataguri itself. The beautiful scenery is best enjoyed if you hire a tour guide with a jeep to avoid the walking and the fatigue. 
1,West Bengal,Lataguri, 2. Chapramari Wildlife Sanctuary ," Located at a distance of about 20 km from the Gorumara National Park, this Wildlife Sanctuary is another spectacle of nature's magnificence. With Kanchanjungha and other Himalayan peaks painted across its backdrop, tourists can see a wide diversity of animals like elephants, gaur, leopards in their natural habitat. "
2,West Bengal,Lataguri, 3. Murti River ," The stunning riverside is located in between Gorumara and Chapramari. The place is best known for its tranquil atmosphere, in the midst of a flowing river and quiet woods. The beauty of the place is best experienced at Sunset "
3,West Bengal,Lataguri, 4. Jayanti Mahakal Caves ," Located along the banks of the Jayanti River, forming a natural border with beautiful Sinchula hills coloring the backdrop, this place is a picturesque location at the Buxa Tiger Reserve . "
4,West Bengal,Lataguri," 5. Jaldhaka, Jalbong and Bindu "," One of the lesser known places in the area, Jaldhaka, Jalbong and Bindu are the perfect getaway if you want to make the most of your trip. A mere 50 km drive transports you to stunning hills, valleys and sceneries. "
5,West Bengal,Lataguri, 6. Buxa Tiger Reserve ," Buxa Tiger reserve shelters some of the most celebrated animals in the world. Tigers, elephants, bison, sambar, barking hog, cheetal deer, wild boars, wild buffaloes and leopards are some of the animals that can be seen. "
6,West Bengal,Lataguri, 7. Buxa Fort ," Located inside the tiger reserve, the Buxa Fort was initially used by a Bhutanese King to protect the exclusive silk route that connected India and Tibet. "
7,West Bengal,Lataguri, 8. Rovers Point ," A mere 3 km from the nearby Buxa Fort, the Rover's Point is the most splendid hilltop view in all of Lataguri. The hill top peaks into the densely forested valley and gives you the perfect opportunity to put your camera to a good use. "
0,West Bengal,Haldia, 1. Mahishadal Rajbari and Goplajew Temple ," The Palace was originally built to house Janardan Upadhyay (Garg) of Uttar Pradesh, who often came to the region for business. The famous Krishna Temple, Gopaljee Temple, is situated in the courtyard of this palace. "
1,West Bengal,Haldia," 2. Marine Drive, Haldia ", The Haldia Marine drive is a beautiful 6 km road stretch from Coast Guard Jetty to 3rd oil jetty point. The road is lined with palm trees and every now an then a ship can be seen anchored on shore. 
2,West Bengal,Haldia, 3. Sataku , A very unique place to visit is the 'minijapan' in Haldia. This region is primarily inhabited by Japanese people. Employees of the Mitsubishi Chemicals Corporations (MCC) PTA (Purified Terephthalic Acid) inhabit this place in large numbers. 
3,West Bengal,Haldia, 4. Haldia Dock and Port ," The Haldia dock was originally built to take some load off the overflowing Kolkata Port. Growth of Haldia Dock Complex that started its functioning in 1968 got momentum with the commissioning of Haldia Port in 1977, when it started it's international operations. "
4,West Bengal,Haldia, 5. Tamluk Rajbari ," Located on the outskirts of Haldia, these ancient ruins of the Tamluk Palace are a brilliant spectacle of architectural brilliance. The temple is believed to be 2500 years old and was inhabited by a West Bengal King. "
5,West Bengal,Haldia, 6. Muktidham Temple ," Another extremely beautiful temple, the temple is made of white carved marble. Idols of Goddess Kali, RadhaKrishna and Hanuman are worshipped in the temple. "
6,West Bengal,Haldia, 7. Balughata Riverside Sunset Point ," The sunset point located on the banks of river Haldia, is the perfect place to end your day. Flocks of birds crowd around in the mornings and evenings and the place has ample greenery and sitting arrangements. "
7,West Bengal,Haldia, 8. Administrative Office of Haldia Department Authority ," If you have enough time on your hands and have covered all the other places, then driving by the administrative office of Haldia Department Authority will be worth the extra distance. "
8,West Bengal,Haldia, 9. Maynagarh ," Maynagarh is perhaps one of the most unique places in the entire region. The place has a Hindu temple, a Buddhist temple and a Muslim mosque in close vicinity. "
9,West Bengal,Haldia, 10. Matangini's Statue ," Matagini Hazra was a freedom fighter. A native of Haldia, Matagini was a front runner in Haldia as a supporter of Gandhi's non cooperation movement. When the movement gained momentum, Matangini along with others marched towards tamluk prison to protest. "
10,West Bengal,Haldia, 11. Ramjew Temple ," The temple is one of the prime tourist attractions of the town. The 90 feet tall temple is dedicated to Lord Ram and houses idols of Ram, Sita, Laxman and Hanuman. "
0,West Bengal,Bankura, 1. Susunia Hill ," Located 21 km away from Bankura town, this is a very important tourist spot here. This hill is famous for its natural Spring and Silalipi. One can also trek around this place. "
1,West Bengal,Bankura, 2. Joyrambati ," A tourist village located in Bankura district, Joyrambati is famous as it was the birthplace of Sree Sarada Devi who is worshipped as the Holy Mother by the followers of Sri Ramakrishna. "
2,West Bengal,Bankura, 3. Bishnupur ," Just 34 km off Bankura, lies the town of Bishnupur which is famous for terracotta temples and baluchari sarees. It draws people from world over for its architecture, music and handicrafts. "
3,West Bengal,Bankura, 4. Jhilimili ," Located around 70 km from Bankura, this place is famous for its dense forests and natural beauty. There is a watchtower here which offers a panoramic view of the surrounding area. "
4,West Bengal,Bankura, 5. Mukutmanipur ," Located at the confluence of the Kangsabati and Kumari rivers, Mukutmonipur is famous for its earthen dam which is the 2nd largest such dam in India. "
5,West Bengal,Bankura, 6. Gokul Chand Temple ," Located only a few kilometer from the terracotta temples of Bishnupur, Gokulchand Temple is the grandest of the few Bengal stone temples. "
6,West Bengal,Bankura, 7. Biharinath Hill ," The tallest hill in this region, Biharinath hill is situated 57 km away from Bankura town. This hill was an ancient center of Jainism and the place is known for its beautiful surroundings. "
7,West Bengal,Bankura, 8. Hadal-Narayanpur ," Located on the banks of the Bodai River, the twin-villages of Hadal-Narayanpur is famous for the Mandal family terracotta temples that comprise of Barataraf, Mejotaraf and the Chhototaraf temples. "
8,West Bengal,Bankura, 9. Jayrambati ," Jayrambati is a quaint village in the Bankura district, popularised as an important pilgrimage point among followers of Sri Ramakrishna for being the place of residence of the Holy Mother Sri Sharada Devi. The village has a certain old-world charm to it and has several small temples all across the village, the most popular one however being the Sri Sri Maitri Mandir devoted to the Holy Mother.  "
0,West Bengal,Kurseong, 1. Netaji Subash Chandra Bose Museum ," Once a temporary residence of Netaji Subhas Chandra Bose, the museum is located in Netaji's elder brother's residence. It has pictures, documents and articles related to Netaji during his house imprisonment by the British. Today, the museum also acts as an institute for Himalayan Language & Culture Studies and offers excellent views of the valley. "
1,West Bengal,Kurseong, 2. Ambotia Shiva Mandir ," Located inside the Ambotia Tea Estate, the Ambotia Shiv Mandir is one of the holiest places of worship in Kurseong. Serving also a popular place for tourists, the surroundings of this temple are serene and aesthetically pleasing. A lovely orange orchard is located adjacent to the temple, and tourists can also enjoy excellent views from the temple premises. "
2,West Bengal,Kurseong, 3. Tea Gardens in Kurseong ," Just like the tea gardens of Darjeeling, the sprawling tea plants in their estates add a certain charm unique to Kurseong. Highly recommended among the places to visit in Kurseong, one can visit one of the two big tea estates - Makaibari or Ambotia. The estates offer guided tours where visitors can meet the workers, get to know the history, art and the science behind tea processing. Patrons can also take part in tea-tasting sessions. A full conducted tour generally costs ~INR 500 "
3,West Bengal,Kurseong, 4. Eagle's Crag View Point ," Highly recommended as one of the places to visit in Kurseong and ideal to be visited during both sunrise and sunset, the Eagle's Crag View Point offers breathtaking panoramic views of the valley. Overlooking the entire Siliguri plains, one can click excellent photos of the Kanchenjunga from this viewpoint. Visitors can either trek up the winding path or hire a taxi to the top. The view of the rising sun behind the mighty Kanchenjunga is a sight to behold. "
4,West Bengal,Kurseong, 5. Forest Museum ," Maintained by the forest department of the state, the Forest Museum stores exhibits of animals skins, bones, hides and photographs of fauna which once thrived in the Dow Hill region. Located close to Deer Park, one can also find on display wooden artefacts. Those intrigued by nature will find themselves at home here. Visitors can also enjoy a stroll through the small park of the museum.  "
5,West Bengal,Kurseong," 6. Deer Park, Kurseong "," Situated in Dow Hill and also now known as Dow Hill Eco Park, Deer Park is a recreational attraction for families with their kids. A very simplistic park, it was once famed for its conservation activities of deer and other rare species of small birds and animals. Today, visitors can still enjoy the serene environment, especially brought about by the pine trees shrouded in the winter mist. "
6,West Bengal,Kurseong, 7. Churches ," The Churches in Kurseong are some of the best places to visit in Kurseong. Here various heritage churches have stood from the time of the British Raj. You can visit St. Paul's church, St. Andrew's church or St. Mary's Hill church among a few others. "
7,West Bengal,Kurseong, 8. Shopping in Kurseong , It would not be right if visitors leave empty-handed without taking some of the local produce before leaving Kurseong. The tea leaves are some of the best in the country and are worth a try. There are also shops selling postcards and knick-knacks as memorabilia to remember a visit to Kurseong. 
8,West Bengal,Kurseong, 9. Darjeeling Himalayan Railway Museum ," There are a total of three DHR museums, the other two in Darjeeling and Sukna. These museums house rare pictures, sketches, miniature structures of trains and also have regular toy train rides to nearby places with a great scenic journey. "
